,出发地 , 目的地,价格 ,节省,路线名,酒店,房间,去程航司,去程方式,去程时间,回程航司,回程方式 ,回程时间
1937,上海,三亚,1844,462,上海-三亚3天2晚 | 入住三亚海棠湾万达希尔顿逸林度假酒店 + 上海航空/扬子...,三亚海棠湾万达希尔顿逸林度假酒店 豪华型 4.3分/5分,园景房（简单的蜜月布置） 大/双床 双早 1间2晚,上海航空 FM9517,经停,10:25-15:25,扬子江航空 Y87502,直飞,19:50-23:10
1938,大连,九寨沟,1988,548,大连-九寨沟3天2晚 | 入住九寨沟珍妮酒店 + 长龙航空/南方航空往返机票,九寨沟珍妮酒店 舒适型 4.9分/5分,LOFT双床房 双床 不含早 1间2晚,长龙航空 GJ8908,经停,20:55-01:35,南方航空 CZ6436,直飞,21:25-00:30
1939,杭州,丽江,2880,718,杭州-丽江3天2晚 | 入住丽江望月阁客栈 + 长龙航空/首都航空往返机票,丽江望月阁客栈 经济型 4.6分/5分,标准双人间-不含早（预... 双床 不含早 1间2晚,长龙航空 GJ8869,经停,08:50-13:35,首都航空 JD5192,直飞,13:00-16:15
1940,北京,张家界,2192,522,北京-张家界3天2晚 | 入住张家界天恒大酒店 + 中国国航/南方航空往返机票,张家界天恒大酒店 舒适型 4.4分/5分,双标间(双床) 双床 双早 1间2晚,中国国航 CA1359,直飞,18:25-21:15,南方航空 CZ6599,经停,19:50-00:05
1941,青岛,哈尔滨,1110,374,青岛-哈尔滨3天2晚 | 入住哈尔滨国煤一宾馆秋林果戈里店 + 福州/东方航空往...,哈尔滨国煤一宾馆秋林果戈里店 4.2分/5分,特惠大床房(预付) 大床 双早 1间2晚,福州 FU6658,直飞,22:20-00:20,东方航空 MU5518,直飞,08:35-10:35
1942,杭州,天津,1527,426,杭州-天津3天2晚 | 入住天津都城酒店 + 天津航空往返机票,天津都城酒店 舒适型 4.7分/5分,精致双床房 双床 双早 1间2晚,天津航空 GS7854,直飞,16:45-18:50,天津航空 GS7851,直飞,17:50-19:45
1943,南京,呼和浩特,1403,342,南京-呼和浩特3天2晚 | 入住呼和浩特万立国际酒店 + 东方航空往返机票,呼和浩特万立国际酒店 高档型 4.6分/5分,特惠房(大床) 大床 不含早 1间2晚,东方航空 MU2767,经停,07:30-11:20,东方航空 MU2778,经停,18:00-22:10
1944,北京,哈尔滨,1430,362,北京-哈尔滨3天2晚 | 入住哈尔滨石化精品酒店 + 南方航空/大新华航空往返机票,哈尔滨石化精品酒店 4.1分/5分,迷你大床房[无早] 大床 不含早 1间2晚,南方航空 CZ6202,直飞,22:20-00:20,大新华航空 CN7150,直飞,22:50-00:55
1945,北京,杭州,1194,380,北京-杭州3天2晚 | 入住杭州华凯酒店 + 海南航空/南方航空往返机票,杭州华凯酒店 舒适型 4.3分/5分,商务标准房(手机专享)... 双床 不含早 1间2晚,海南航空 HU7677,直飞,22:25-00:45,南方航空 CZ6164,直飞,22:15-00:35
1946,大连,重庆,2193,496,大连-重庆3天2晚 | 入住重庆世纪金源大饭店 + 华夏航空/山东航空往返机票,重庆世纪金源大饭店 4.6分/5分,高级客房(双床) 双床 不含早 1间2晚,华夏航空 G52762,经停,18:25-23:30,山东航空 SC4837,经停,07:00-11:30
1947,杭州,青岛,919,336,杭州-青岛3天2晚 | 入住平度市物资宾馆 + 厦门航空往返机票,平度市物资宾馆 4.6分/5分,商务标准间-【含汗蒸4... 双床 不含早 1间2晚,厦门航空 MF8533,直飞,13:10-15:05,厦门航空 MF8048,直飞,21:30-23:25
1948,济南,桂林,1198,344,济南-桂林3天2晚 | 入住桂林青都青年旅舍七星公园店 + 桂林航空有限公司往返...,桂林青都青年旅舍七星公园店 经济型 4.7分/5分,简约大床房-【预付】【... 大床 不含早 1间2晚,桂林航空有限公司 GT1022,经停,12:05-16:10,桂林航空有限公司 GT1021,经停,07:25-11:15
1949,成都,鼓浪屿,1988,538,成都-鼓浪屿3天2晚 | 入住厦门港中居酒店机场店 + 四川航空/山东航空往返机票,厦门港中居酒店机场店 舒适型 3.9分/5分,特惠房（无窗）(双床) 双床 不含早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15
1950,深圳,长春,1930,498,深圳-长春3天2晚 | 入住长春圣都大酒店 + 深圳航空/厦门航空往返机票,长春圣都大酒店 3.5分/5分,经济标准间（无窗）[无... 双床 不含早 1间2晚,深圳航空 ZH9645,经停,17:00-22:45,厦门航空 MF8044,经停,17:25-23:50
1951,深圳,三亚,1788,434,深圳-三亚3天2晚 | 入住三亚半山半岛安纳塔拉度假酒店 + 海南航空/深圳航空...,三亚半山半岛安纳塔拉度假酒店 豪华型 4.4分/5分,高级景观房(双人入住)... 大床 双早 1间2晚,海南航空 HU7750,直飞,21:20-22:35,深圳航空 ZH9322,直飞,23:35-01:05
1952,成都,厦门,2121,536,成都-厦门3天2晚 | 入住厦门金帝酒店 + 四川航空/山东航空往返机票,厦门金帝酒店 4.1分/5分,特惠房(预付) 大/双床 双早 1间2晚,四川航空 3U8869,直飞,08:00-10:40,山东航空 SC4763,经停,06:15-10:15
1953,西安,大连,1068,318,西安-大连3天2晚 | 入住大连普兰店太平洋渔港至尊大酒店 + 中国国航/南方航...,大连普兰店太平洋渔港至尊大酒店 高档型 4.7分/5分,普通大床间（无窗）[无... 大床 不含早 1间2晚,中国国航 CA8926,直飞,22:05-00:25,南方航空 CZ6433,直飞,07:10-09:40
1954,西安,大连,1276,318,西安-大连3天2晚 | 入住大连国际机场宾馆 + 中国国航/南方航空往返机票,大连国际机场宾馆 4.0分/5分,标准双人房[含早](双... 双床 双早 1间2晚,中国国航 CA8926,直飞,22:05-00:25,南方航空 CZ6433,直飞,07:10-09:40
1955,深圳,大连,2205,486,深圳-大连3天2晚 | 入住大连不夜城大酒店 + 南方航空/东海往返机票,大连不夜城大酒店 4.2分/5分,豪华双人间(预付)(双... 双床 不含早 1间2晚,南方航空 CZ6833,直飞,09:10-12:40,东海 DZ6242,经停,12:40-18:00
1956,宁波,武汉,1350,372,宁波-武汉3天2晚 | 入住武汉楚园饭店 + 南方航空/东方航空往返机票,武汉楚园饭店 高档型 3.6分/5分,普通标间(预付促销)(... 双床 双早 1间2晚,南方航空 CZ3441,直飞,16:10-17:50,东方航空 MU2473,直飞,13:15-14:40
1957,大连,张家界,1781,458,大连-张家界3天2晚 | 入住张家界庸城净地人文客栈 + 吉祥航空往返机票,张家界庸城净地人文客栈 舒适型 4.8分/5分,欧式豪华双床房(不含早... 双床 不含早 1间2晚,吉祥航空 HO1657,经停,10:15-14:45,吉祥航空 HO1658,经停,15:40-19:55
1958,沈阳,承德,2200,596,沈阳-承德3天2晚 | 入住承德市会龙大厦酒店 + 南方航空/厦门航空往返机票,承德市会龙大厦酒店 4.3分/5分,商务双床房-无早。(内... 大/双床 不含早 1间2晚,南方航空 CZ6101,直飞,08:00-09:40,厦门航空 MF1791,直飞,22:10-23:40
1959,杭州,西宁,3356,818,杭州-西宁3天2晚 | 入住湟源海源宾馆 + 长龙航空往返机票,湟源海源宾馆 舒适型 3.6分/5分,小套房(双床) 双床 不含早 1间2晚,长龙航空 GJ8941,经停,15:00-20:00,长龙航空 GJ8942,经停,11:40-16:20
1960,厦门,天津,1204,388,厦门-天津3天2晚 | 入住天津宾岛假日酒店 + 华夏航空/厦门航空往返机票,天津宾岛假日酒店 舒适型 4.2分/5分,宾岛迷你间(大床) 大床 不含早 1间2晚,华夏航空 G54801,直飞,07:25-10:20,厦门航空 MF8139,直飞,07:25-10:15
1961,广州,神农架,2081,514,广州-神农架3天2晚 | 入住神农架香溪源精品酒店 + 东方航空往返机票,神农架香溪源精品酒店 舒适型 3.9分/5分,主楼标准套房(大床) 大床 不含早 1间2晚,东方航空 MU2621,直飞,06:50-08:40,东方航空 MU2548,直飞,22:45-00:35
1962,沈阳,三亚,2904,766,沈阳-三亚3天2晚 | 入住三亚亚龙湾凯莱仙人掌度假酒店 + 深圳航空往返机票,三亚亚龙湾凯莱仙人掌度假酒店 豪华型 4.4分/5分,迷你房-含税两人价+立... 大/双床 不含早 1间2晚,深圳航空 ZH9726,经停,16:10-22:20,深圳航空 ZH9725,经停,09:55-16:00
1963,南京,桂林,980,312,南京-桂林3天2晚 | 入住桂林唯美四季酒店 + 东方航空往返机票,桂林唯美四季酒店 舒适型 4.1分/5分,豪华双人房(双床) 双床 不含早 1间2晚,东方航空 MU2737,直飞,21:00-23:05,东方航空 MU2738,直飞,23:50-01:50
1964,济南,武汉,1482,422,济南-武汉3天2晚 | 入住武汉格瑞思酒店 + 山东航空往返机票,武汉格瑞思酒店 高档型 4.3分/5分,豪华大床房 大床 不含早 1间2晚,山东航空 SC4933,直飞,14:35-16:20,山东航空 SC4934,直飞,23:05-00:40
1965,青岛,九寨沟,1984,436,青岛-九寨沟3天2晚 | 入住九寨天堂甲蕃古城假日酒店 + 东方航空/山东航空往...,九寨天堂甲蕃古城假日酒店 高档型 4.4分/5分,假日高级间-含九黄机场... 大/双床 双早 1间2晚,东方航空 MU2006,直飞,20:30-23:45,山东航空 SC4714,直飞,21:40-00:25
1966,广州,神农架,1177,382,广州-神农架3天2晚 | 入住神农架萧六生态旅游农庄 + 南方航空/东方航空往返...,神农架萧六生态旅游农庄 经济型 0.0分/5分,景观家庭房-不含早（预... 大/双床 不含早 1间2晚,南方航空 CZ645,直飞,21:35-23:30,东方航空 MU2548,直飞,22:45-00:35
1967,南京,本溪,1296,390,南京-本溪3天2晚 | 入住本溪君悦大酒店 + 深圳航空/南方航空往返机票,本溪君悦大酒店 舒适型 4.2分/5分,特惠房(预付)(大床) 大床 双早 1间2晚,深圳航空 ZH9706,直飞,12:55-15:10,南方航空 CZ3910,直飞,15:45-18:10
1968,深圳,武汉,1669,496,深圳-武汉3天2晚 | 入住武汉宏富达商务酒店 + 南方航空/东方航空往返机票,武汉宏富达商务酒店 舒适型 4.0分/5分,高级大床间 大床 不含早 1间2晚,南方航空 CZ6304,直飞,20:15-22:05,东方航空 MU2477,直飞,08:00-09:45
1969,杭州,厦门,1232,340,杭州-厦门3天2晚 | 入住厦门速八酒店光华大厦店 + 山东航空往返机票,厦门速八酒店光华大厦店 经济型 4.1分/5分,标准大床房B-不含早（... 大床 不含早 1间2晚,山东航空 SC1174,直飞,22:10-23:45,山东航空 SC8837,直飞,06:50-08:20
1970,武汉,呼和浩特,1945,532,武汉-呼和浩特3天2晚 | 入住呼和浩特保格利大酒店 + 首都航空/深圳航空往返...,呼和浩特保格利大酒店 高档型 4.5分/5分,行政双床房 双床 不含早 1间2晚,首都航空 JD5339,直飞,13:35-15:35,深圳航空 ZH9128,直飞,13:55-15:50
1971,武汉,厦门,1002,344,武汉-厦门3天2晚 | 入住厦门北站站前客栈 + 厦门航空/中国国航往返机票,厦门北站站前客栈 经济型 4.8分/5分,清新大床房-预付--北... 大床 不含早 1间2晚,厦门航空 MF8242,直飞,22:10-23:40,中国国航 CA8228,直飞,22:20-00:10
1972,西安,哈尔滨,2137,580,西安-哈尔滨3天2晚 | 入住哈尔滨西街国际青年旅舍 + 福州往返机票,哈尔滨西街国际青年旅舍 经济型 4.4分/5分,甜蜜2人间 双床 不含早 1间2晚,福州 FU6628,经停,13:05-18:25,福州 FU6627,经停,07:30-12:05
1973,广州,黄山,1889,502,广州-黄山3天2晚 | 入住黄山紫京饭店 + 南方航空往返机票,黄山紫京饭店 舒适型 4.7分/5分,徽品阁标房-限内宾(双... 双床 单早 1间2晚,南方航空 CZ3627,直飞,19:20-21:15,南方航空 CZ3628,直飞,22:05-23:50
1974,杭州,西双版纳,1771,518,杭州-西双版纳3天2晚 | 入住西双版纳凤尾竹客栈 + 长龙航空/首都航空往返机票,西双版纳凤尾竹客栈 高档型 4.8分/5分,豪华大床房 大床 双早 1间2晚,长龙航空 GJ8823,经停,13:55-18:55,首都航空 JD5788,直飞,21:40-00:50
1975,南京,昆明,1146,332,南京-昆明3天2晚 | 入住昆明悦诚大酒店 + 祥鹏航空/四川航空往返机票,昆明悦诚大酒店 舒适型 4.5分/5分,豪华大床房(提前1天预... 大床 双早 1间2晚,祥鹏航空 8L9884,直飞,21:50-00:40,四川航空 3U8227,直飞,11:20-14:10
1976,北京,杭州,1641,394,北京-杭州3天2晚 | 入住杭州友好饭店 + 海南航空/南方航空往返机票,杭州友好饭店 4.2分/5分,雅致湖景房(预付)(大... 大床 单早 1间2晚,海南航空 HU7677,直飞,22:25-00:45,南方航空 CZ6164,直飞,22:15-00:35
1977,重庆,天津,1373,354,重庆-天津3天2晚 | 入住星程酒店天津北辰刘园店 + 华夏航空往返机票,星程酒店天津北辰刘园店 舒适型 4.2分/5分,高级套房(内宾)(提前... 大床 不含早 1间2晚,华夏航空 G52655,经停,19:55-23:45,华夏航空 G52656,经停,17:25-22:10
1978,南京,重庆,1149,350,南京-重庆3天2晚 | 入住重庆骏源酒店 + 西部航空/东方航空往返机票,重庆骏源酒店 舒适型 4.2分/5分,商务标间-无早H2 其他 不含早 1间2晚,西部航空 PN6202,直飞,22:35-00:50,东方航空 MU2926,直飞,23:15-01:25
1979,哈尔滨,青岛,1243,360,哈尔滨-青岛3天2晚 | 入住青岛影视大酒店奥帆中心店 + 青岛航/福州往返机票,青岛影视大酒店奥帆中心店 舒适型 4.0分/5分,豪华大床房-即时确认 大床 不含早 1间2晚,青岛航 QW9784,直飞,22:45-00:50,福州 FU6658,直飞,22:20-00:20
1980,宁波,大连,1416,388,宁波-大连3天2晚 | 入住大连国尊王朝大饭店 + 南方航空/海南航空往返机票,大连国尊王朝大饭店 4.5分/5分,标准商务间（无窗）[无... 大床 不含早 1间2晚,南方航空 CZ6326,直飞,17:55-20:05,海南航空 HU7718,直飞,07:00-09:00
1981,上海,张家界,2347,528,上海-张家界3天2晚 | 入住张家界紫御大酒店 + 东方航空往返机票,张家界紫御大酒店 高档型 4.3分/5分,双人间-含双早（立即确... 双床 双早 1间2晚,东方航空 MU5375,直飞,19:45-22:15,东方航空 MU9344,直飞,19:45-21:40
1982,南京,西安,863,340,南京-西安3天2晚 | 入住西安临潼区溪源山庄 + 吉祥航空/深圳航空往返机票,西安临潼区溪源山庄 舒适型 3.8分/5分,紫云楼标间(内宾)(双... 双床 不含早 1间2晚,吉祥航空 HO1687,直飞,21:30-23:30,深圳航空 ZH9584,直飞,22:45-00:50
1983,上海,黄山,1360,412,上海-黄山3天2晚 | 入住黄山富建国际大酒店 + 东方航空/上海航空往返机票,黄山富建国际大酒店 高档型 4.3分/5分,商务标间(皖如仙境)(... 双床 双早 1间2晚,东方航空 MU9265,直飞,12:40-13:55,上海航空 FM9266,直飞,22:35-23:40
1984,成都,西安,1625,514,成都-西安3天2晚 | 入住西安绘锦园酒店 + 成都航空/华夏航空往返机票,西安绘锦园酒店 舒适型 2.9分/5分,标准间(新楼-特惠房)... 双床 不含早 1间2晚,成都航空 EU2741,直飞,06:40-08:10,华夏航空 G56525,直飞,22:50-00:30
1985,广州,大连,1995,506,广州-大连3天2晚 | 入住大连文园大酒店 + 海南航空/深圳航空往返机票,大连文园大酒店 4.2分/5分,商务房(双床)[无早] 双床 不含早 1间2晚,海南航空 HU7243,经停,14:25-19:00,深圳航空 ZH9684,经停,15:05-19:55
1986,杭州,天津,1576,436,杭州-天津3天2晚 | 入住天津汇豪商务酒店 + 天津航空往返机票,天津汇豪商务酒店 高档型 4.5分/5分,商务标准间(火热促销)... 双床 不含早 1间2晚,天津航空 GS7854,直飞,16:45-18:50,天津航空 GS7851,直飞,17:50-19:45
1987,西安,丽江,1136,368,西安-丽江3天2晚 | 入住Q居丽江芸栖客栈 + 祥鹏航空/长龙航空往返机票,Q居丽江芸栖客栈 经济型 4.9分/5分,豪华标准房-【Q居特惠... 双床 不含早 1间2晚,祥鹏航空 8L9840,直飞,22:35-00:55,长龙航空 GJ8840,经停,14:30-18:25
1988,厦门,乌鲁木齐,3110,752,厦门-乌鲁木齐3天2晚 | 入住乌鲁木齐中和大酒店 + 山东航空往返机票,乌鲁木齐中和大酒店 高档型 4.4分/5分,豪华标准间(丝路之旅)... 双床 单早 1间2晚,山东航空 SC8811,经停,16:15-00:10,山东航空 SC8812,经停,07:40-15:00
1989,沈阳,厦门,1715,458,沈阳-厦门3天2晚 | 入住厦门北站华濠四季酒店 + 海南航空/深圳航空往返机票,厦门北站华濠四季酒店 经济型 4.4分/5分,普通大床房-手机专享 大床 双早 1间2晚,海南航空 HU7048,直飞,14:15-17:45,深圳航空 ZH9706,经停,09:55-15:10
1990,厦门,沈阳,2247,614,厦门-沈阳3天2晚 | 入住沈阳北站智选假日酒店 + 深圳航空/海南航空往返机票,沈阳北站智选假日酒店 舒适型 4.4分/5分,标准大床房[双早] 大床 双早 1间2晚,深圳航空 ZH9704,经停,17:20-22:10,海南航空 HU7048,直飞,14:15-17:45
1991,济南,沈阳,1023,330,济南-沈阳3天2晚 | 入住沈阳逸景假日酒店 + 首都航空/山东航空往返机票,沈阳逸景假日酒店 舒适型 4.4分/5分,豪华大床房 大床 不含早 1间2晚,首都航空 JD5348,直飞,16:00-17:35,山东航空 SC1162,直飞,18:20-20:05
1992,上海,北京,1226,340,上海-北京3天2晚 | 入住山水时尚酒店北京首都机场新国展店 + 吉祥航空/厦门...,山水时尚酒店北京首都机场新国展店 舒适型 4.2分/5分,标准双人房(双床) 双床 不含早 1间2晚,吉祥航空 HO1251,直飞,22:00-00:20,厦门航空 MF8178,直飞,08:35-10:55
1993,济南,西安,1024,338,济南-西安3天2晚 | 入住西安秦都酒店 + 华夏航空往返机票,西安秦都酒店 4.0分/5分,标准间(一楼特惠)(双... 双床 不含早 1间2晚,华夏航空 G54963,直飞,07:10-08:55,华夏航空 G58858,直飞,23:10-00:55
1994,南京,哈尔滨,1269,346,南京-哈尔滨3天2晚 | 入住哈尔滨昆仑大酒店 + 厦门航空/吉祥航空往返机票,哈尔滨昆仑大酒店 4.1分/5分,行政标准间[含早](双... 双床 双早 1间2晚,厦门航空 MF8067,直飞,19:40-22:25,吉祥航空 HO1651,直飞,17:10-20:00
1995,厦门,太原,1680,440,厦门-太原3天2晚 | 入住太原税务大厦 + 山东航空往返机票,太原税务大厦 高档型 3.7分/5分,标准间[无早](双床) 双床 不含早 1间2晚,山东航空 SC4811,直飞,17:45-20:20,山东航空 SC4812,直飞,21:05-23:45
1996,南京,厦门,1115,342,南京-厦门3天2晚 | 入住厦门青年阳光连锁酒店机场枋湖店 + 厦门航空/东方航...,厦门青年阳光连锁酒店机场枋湖店 舒适型 4.2分/5分,精致大床房 大床 单早 1间2晚,厦门航空 MF8112,直飞,21:10-22:55,东方航空 MU2810,直飞,22:40-00:35
1997,武汉,重庆,867,340,武汉-重庆3天2晚 | 入住重庆爱巢主题酒店 + 华夏航空/东方航空往返机票,重庆爱巢主题酒店 舒适型 4.1分/5分,温馨大床房(无窗) 大床 不含早 1间2晚,华夏航空 G52910,经停,17:55-00:25,东方航空 MU2540,直飞,23:10-00:35
